Country;Name;Totalfollowers;followerspain;authenticengament;Account2;Links;Category;Subcategory;Subcategory 2;Subcategory 3;Country.1;Marcas1;Marcas2;Marcas3;Marcas4;Marcas5;Marcas6;Marcas7;Marcas8;Marcas9;Marcas10;Tik Tok;Youtube;Twitter;%offemales
Unknown; ANNALISA ;1700000;1200000;71700;naliannalisa;https://www.instagram.com/naliannalisa/?hl=es;Music;Unknown;Unknown;Unknown;italy;@chetempochefa,;@instarai2,;@fab.fazio:,;@amiciufficiale,;@earthdayitalia,;@warmupindustry,;@playstationit,;@amorosoof,;@annatatangeloofficial,;@giorgiaofficial;Unknown;Unknown;Unknown;Unknown
Italy; GHALI ;2400000;1600000;40400;ghali;https://www.instagram.com/ghali/?hl=es;Music;Unknown;Unknown;Unknown;italy;@lebonwski,;@iamzef,;@macemilano,;@fimitalia,;@theperseverance,;@avamvsic,;@soolkingofficiel,;@michelewadcaporosso,;@don_patricio,;@beppesala;822900;2659999;Unknown;53.6 %
Italy; Irama ;1600000;1100000;47800;irama.plume;https://www.instagram.com/irama.plume/?hl=es;Music;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Italy; Laura Pausini Official ;3800000;960000;24100;laurapausini;https://www.instagram.com/laurapausini/?hl=es;Music;Unknown;Unknown;Unknown;italy;@nicoleenina,;@paolocartaofficial,;@lilaebbasta,;@laura4u_official,;@juegaterapiaorg,;@istituto_tumori,;@tizianoferro,;@warnermusicitaly,;@omarcruzphoto,;@fiorellamannoia;Unknown;Unknown;3402565;65.8 %
Italy; SHIVA ;936000;681900;83700;fuckshiva;https://www.instagram.com/fuckshiva/?hl=es;Music;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Spain;Ibai ;6700000;3200000;952900;ibaillanos;https://www.instagram.com/ibaillanos/?hl=es;Artistas;Art/ Artists;Unknown;Unknown;spain;@chollometro,;@netflixes,;@hys_es,;@pol_art.,;@playstationes,;@cristiano,;@realmadrid,;@lgante_keloke,;@dukissj,;@kunaguero;8300000;Unknown;8009325;11.3 %
Unknown; Memes | Diy | Comedy | 5minute ;13800000;571400;35600;tutorialsgallery;https://www.instagram.com/tutorialsgallery/?hl=es;Artistas;Art/ Artists;Fashion;Unknown;spain;@tutorialsgallery,;@amauryguichon,;@jessicarose_makeup,;@dicadalah,;@the.cookieholic,;@guldies,;@bonnenuitpatisserie,;@cakemail,;@sarah.h.skinny,;@naturally.jo;Unknown;Unknown;Unknown;67.8 %
Spain; Cultura Inquieta ;3100000;1200000;64300;culturainquieta;https://www.instagram.com/culturainquieta/?hl=es;Artistas;Art/ Artists;Science;Unknown;spain;@culturainquieta,;@iberdrola,;@culturainquietashop,;@lalovenenoso,;@callao_citylights,;@mahou_es,;@javirroyo,;@giuliajrosa,;@abstractsunday,;@netflix.;Unknown;Unknown;132111;63.3 %
Spain; 72kilos ;2200000;1000000;56000;72kilos;https://www.instagram.com/72kilos/?hl=es;Artistas;Art/ Artists;Unknown;Unknown;spain;@geltesch,;@birchboxes,;@delafe_music,;@penguinlibros,;@platanomelon,;@caztro,;@yoitabitravel,;@cruzrojaesp.,;@dalmaus,;@monomadrid_;Unknown;Unknown;397319;60.5 %
Brazil;Alex Top Dancer;1300000;238900;56400;alextopdancerr;https://www.instagram.com/alextopdancerr/?hl=es;Artistas;Music;Art/ Artists;Modeling;spain;@josearob.photo;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;2900000;Unknown;Unknown;0%
Spain; ModernaDePueblo ;1800000;939400;37900;modernadepueblo;https://www.instagram.com/modernadepueblo/?hl=es;Artistas;Humor;Art/ Artists;Unknown;spain;@douglascosmetics_es,;@platanomelon,;@realtechniques,;@theofficialpandora,;@sanify_es,;@dkvseguros,;@audrey_satan,;@alejandraremon,;@mariahesse,;@tiempodecerezas;Unknown;Unknown;171400;74.8 %
Spain; Laia López;1300000;199000;40300;itslopez;https://www.instagram.com/itslopez/?hl=es;Artistas;Comics & sketches;Art/ Artists;Unknown;spain;@ctnanimexpo,;@alena.pons,;@mangafest,;@mireialopezz,;@mmariacato,;@juditmallol,;@wacom,;@xppen,;@raquelbookish,;@fanbooks;Unknown;Unknown;Unknown;69.9 %
Spain; Alba Cantalapiedra ;628100;345800;18500;albaricoque_acg;https://www.instagram.com/albaricoque_acg/?hl=es;Artistas;Art/ Artists;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;45758;Unknown
Spain; Daniel Rueda + Anna Devis ;550600;65800;20400;drcuerda;https://www.instagram.com/drcuerda/?hl=es;Artistas;Art/ Artists;Architecture & Urban Design;Unknown;spain;@anniset,;@qatarfoundation,;@qatarfoundation.,;@adobe,;@drcuerda.,;@hasselblad,;@rosalia.vt,;@rosalia.vt.,;@drcuerda,;@miriam_mir;Unknown;Unknown;Unknown;48.8 %
Spain; Maria uve ;654700;88800;13800;maria_uve_;https://www.instagram.com/maria_uve_/?hl=es;Artistas;Art/ Artists;Unknown;Unknown;spain;@maria_uve_,;@s,;@ele_sauca,;@byplay_,;@tumeee,;@perlajulia,;@mariemur,;@pascuallaborda,;@mariapedraza_,;@luciano_sauca;Unknown;Unknown;Unknown;56.2 %
Spain; Anna Devís + Daniel Rueda ;426300;58300;21300;anniset;https://www.instagram.com/anniset/?hl=es;Artistas;Art/ Artists;Photography;Unknown;spain;@drcuerda.,;@drcuerda,;@anniset,;@iamandabe,;@patriciabarrettstudio,;@siemenshomees,;@patryalexchefs,;@culturainquieta,;@reidipi.,;@lesartsvalencia;Unknown;Unknown;Unknown;44.4 %
Spain; Domestika ;3700000;525300;2200;domestika;https://www.instagram.com/domestika/?hl=es;Artistas;Art/ Artists;Unknown;Unknown;spain;@carlosrodriguezcasado,;@masquespacio_ana,;@dianabeltranherrera,;@effcy,;@oscarllorensgallery,;@porcarobello,;@naranjalidad,;@ekayyne,;@bakea,;@iraklinadar;60900;644000;90694;45.7 %
Spain;aladesiempre;512799;281900;9300;aladesiempre;https://www.instagram.com/aladesiempre/?hl=es;Artistas;Art/ Artists;Lifestyle;Unknown;spain;@aladesiempre;@rikhuna.ph,;@malana.ar;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;184434;Unknown;46.7 %
Spain; Cultura Universal ;415900;75400;9500;culturauniversal_;https://www.instagram.com/culturauniversal_/?hl=es;Artistas;Literature & Journalism;Art/ Artists;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Spain; JazmiÃÅn Ducca ;651600;288700;5900;jazducca;https://www.instagram.com/jazducca/?hl=es;Artistas;Beauty;Photography;Art/ Artists;spain;@gingerferns,;@alchemistsvalley,;@s.vega,;@baekhyunee_exo,;@weareone.exo,;@crowinng,;@nyxcosmetics_es,;@japanweekend,;@thunderliet,;@marjanroshan;Unknown;Unknown;Unknown;
Spain; Lola Vendetta ;621800;272500;6000;lola.vendetta;https://www.instagram.com/lola.vendetta/?hl=es;Artistas;Literature & Journalism;Art/ Artists;Unknown;spain;@martatorron,;@ainaralife,;@s,;@puntsdevistatve,;@chancha_via_circuito,;@martagomezmusic,;@aware.barcelona,;@clara_rossy,;@susisweetdress,;@silviaperezcruzzzzz;Unknown;Unknown;Unknown;78.0 %
Spain; Adrian Lastra ;507200;199900;7300;adrian_lastra;https://www.instagram.com/adrian_lastra/?hl=es;Artistas;Cinema & actors/actresses;Art/ Artists;Unknown;spain;@golf_s.a,;@john.aguiler,;@rociolastraa,;@frankymartinm,;@gorka_lasaosa,;@jordisanchez_actor,;@barbarasanta_cruz,;@mariadenati,;@beatriz_rico_oficial,;@oscarhigares;Unknown;Unknown;118653;75.6 %
Spain; Museo Nacional del Prado ;933600;386000;3000;museoprado;https://www.instagram.com/museoprado/?hl=es;Artistas;Shows;Art/ Artists;Unknown;spain;@museoreinasofia,;@todoelarteescontemporaneo,;@museudali,;@museosgijonxixon,;@dipbadajoz,;@museudemenorca,;@mnceramica,;@museothyssen,;@museodealtamira,;@museo_del_greco;Unknown;Unknown;Unknown;56.7 %
Spain; Kaos ;235100;53400;10500;estudiokatastrofico;https://www.instagram.com/estudiokatastrofico/?hl=es;Artistas;Humor;Literature & Journalism;Unknown;spain;@aloeneva,;@porexxpan,;@aventuras.millennial,;@los_familukis,;@oberonlibros,;@xiannustudio,;@pablocano.art,;@terafobia,;@gominuke,;@holajulen;Unknown;815000;49053;51.5 %
Spain; SergioFernaÃÅndez | SevenTattoo ;351000;129100;6500;sergiofernandeztattoo;https://www.instagram.com/sergiofernandeztattoo/?hl=es;Artistas;Music;Unknown;Unknown;spain;@seventattoo,;@aloetattoo,;@gameofthrones,;@cheyenne_tattooequipment,;@tattsketches,;@liontattoos,;@easykitsspain,;@viking_inks,;@fkirons,;@comandershepard;Unknown;Unknown;Unknown;27.3 %
Unknown; comicaina ;328000;82900;5900;comicaina;https://www.instagram.com/comicaina/?hl=es;Artistas;Humor;Comics & sketches;Unknown;spain;@milafitness_,;@comicaina,;@diversualshop,;@hablamosdetodoydetodos.,;@comicaina.com,;@jftorres20,;@casadellibro,;@penguinlibros,;@penguinrandomhouse,;@geltesch;Unknown;Unknown;Unknown;
Spain;Ezequiel Samurai;353600;71100;5100;ezequielsamuraii;https://www.instagram.com/ezequielsamuraii/?hl=es;Artistas;Unknown;Unknown;Unknown;spain;@radiantcolorsink,;@barcelonatattooexpo,;@circatattoobcn,;@romansunico,;@josanmartinez,;@victorportugal,;@bishoprotary,;@voodoo_tatau,;@ink.on.sky,;@ignowan_;Unknown;Unknown;Unknown;18.7 %
Unknown; Igor ;304300;199100;5400;hombreconcartel;https://www.instagram.com/hombreconcartel/?hl=es;Artistas;Unknown;Unknown;Unknown;spain;@netflixes,;@lacasadepapel,;@jefedeequipoatope;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown; Helena Sotoca ;184600;99700;8900;femme.sapiens;https://www.instagram.com/femme.sapiens/?hl=es;Artistas;Literature & Journalism;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Spain; Daniella Marti;287900;81500;5200;daniellamartic;https://www.instagram.com/daniellamartic/?hl=es;Artistas;Unknown;Unknown;Unknown;spain;@vodafone,;@aatramjr,;@penguinrandomhouse,;@mariahcarey,;@carmenzajpg,;@valentinamm97,;@daniellamartic,;@yuyocalm?,;@diversualshop,;@mercadodetapineria;Unknown;Unknown;Unknown;71.7 %
Spain; Lytos ;202500;68900;7200;lytosofficial;https://www.instagram.com/lytosofficial/?hl=es;Artistas;Shows;Unknown;Unknown;spain;@rafaespino,;@subze,;@dstakaprods,;@worldoflytos.com,;@monicavargas_v,;@danteacmusic,;@dilan_bocetos,;@grimey_wear,;@yomequedoencasaurbanfestival,;@cdeciencia_oficial;Unknown;1510000;67953;42.0 %
Unknown; Marco  Sara Official;225400;32200;6300;marcoysaraoficial;https://www.instagram.com/marcoysaraoficial/?hl=es;Artistas;Music;Unknown;Unknown;spain;@marcoysaraoficial,;@espejorecords,;@gabyyestefyoficial,;@gabygalan22,;@estefy506,;@romeosantos,;@marcoespejo22,;@sarapanero,;@sunsirenieto,;@eltorito33;Unknown;Unknown;Unknown;" Sara Official marcoysaraoficial</td>225.4K32.2K6.3Kmarcoysaraoficialhttps://www.instagram.com/marcoysaraoficial/?hl=esArtistasspain""@marcoysaraoficial""""@espejorecords""""@gabyyestefyoficial""""@gabygalan22""""@estefy506""""@romeosantos""""@marcoespejo22""""@sarapanero""""@sunsirenieto""@eltorito33"
Unknown; Jordi Lafebre ;133300;23100;10700;jordi_lafebre;https://www.instagram.com/jordi_lafebre/?hl=es;Artistas;Unknown;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Spain; Pawgli ;160500;105500;8400;pawgli;https://www.instagram.com/pawgli/?hl=es;Artistas;Lifestyle;Unknown;Unknown;spain;@refuelparts;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;0%
Spain; Ara Malikian ;259500;91900;4500;aramalikian;https://www.instagram.com/aramalikian/?hl=es;Artistas;Music;Unknown;Unknown;spain;@natamorenodirige,;@ivanmelonlewismusic,;@diegoberro,;@filmfestamiens,;@salaxsvq,;@artisticmetropol,;@redhardnheavy__corsarios,;@yelmo_cines,;@cristinasuey,;@milmanized;Unknown;192000;48829;67.0 %
Unknown;María Pelae;120900;86300;8500;mariapelaemusica;https://www.instagram.com/mariapelaemusica/?hl=es;Artistas;Music;Unknown;Unknown;spain;@albasweetc,;@33producciones,;@jotak,;@almudenaruizstylist,;@allnightproducer,;@lachirigotadelselu,;@_manusanchez_,;@chobichoba,;@tatosucursal,;@alvarosolermusic;Unknown;Unknown;Unknown;Unknown
Spain; El Garaje de Hache ;119700;51600;8100;hmudaart;https://www.instagram.com/hmudaart/?hl=es;Artistas;Unknown;Unknown;Unknown;spain;@jimnybits,;@euro4x4parts,;@eurocrewspain,;@_principe_azul,;@srd_tuning,;@petroulheads,;@diegoperez_oficial,;@fullgasgarage.shop,;@simoniakpau,;@toyotaourense;Unknown;Unknown;Unknown;
Spain; Luca Cospito ;304000;42200;3300;lucky_luchino;https://www.instagram.com/lucky_luchino/?hl=es;Artistas;Literature & Journalism;Unknown;Unknown;spain;@artdriver_tattoomachines,;@proarts_bcn,;@tattooing_demon_studio,;@hardtimestattoo,;@which,;@salonserpenttattoo,;@sainz_pintor,;@parliamenttattoo,;@e.l.eanor,;@hardcraftcompany;Unknown;Unknown;Unknown;36.6 %
Spain; Sara Panero ;187500;28400;5100;sarapanero;https://www.instagram.com/sarapanero/?hl=es;Artistas;Music;Unknown;Unknown;spain;@marcoysaraoficial,;@espejorecords,;@marcoespejo22,;@ermesdance,;@nattinatasha,;@vdanceclub_official,;@chantelcollado,;@eltorito33,;@joryboyofficial,;@europebachatafestival;Unknown;Unknown;Unknown;52.8 %
Unknown;Allthesehumans;186100;60800;4800;allthesehumans;https://www.instagram.com/allthesehumans/?hl=es;Artistas;Animals;Science;Unknown;spain;@mikisarabiez_photography,;@on.ecstasy,;@sergiolopezphotography,;@jaimeenavas,;@novellimage,;@hrgolobart_photography,;@alboheza_eclectica,;@heyalexjota,;@kikearnaiz,;@mara_rguezz;Unknown;319000;Unknown;Unknown
Spain; Impact Brothers ;203100;93200;4400;impact.brothers;https://www.instagram.com/impact.brothers/?hl=es;Artistas;Racing Sports;Music;Unknown;spain;@instagram,;@riomonka,;@tiktok,;@cirqnamics,;@moderntarzan,;@prove_it,;@xiaomi.global,;@lewiscapaldi,;@2h2b,;@apollovariete;Unknown;Unknown;Unknown;38.3 %
Mexico; Oscar Jaenada ;295800;50100;2900;ojaenada;https://www.instagram.com/ojaenada/?hl=es;Artistas;Shows;Cinema & actors/actresses;Unknown;spain;@victor_clavijo_actor,;@almagrosanmiguel,;@migueamor,;@history,;@amazonprime,;@elenaoundjian,;@latemotivcero,;@primevideoes,;@amazon,;@onza.tv;Unknown;Unknown;Unknown;71.3 %
Spain; adolfo serra ;243900;36700;3500;adolfoserra;https://www.instagram.com/adolfoserra/?hl=es;Artistas;Music;Unknown;Unknown;spain;@almaeditorial,;@obrasninosfce,;@aracari_verlag,;@rufernanc,;@joseramonais,;@academia_espana_roma.,;@almaeditorial.,;@domestika,;@nordica_libros.,;@ccbookfair;Unknown;Unknown;Unknown;75.8 %
Spain; Antonio García Villar√°n ;299700;51600;2700;antoniocrea13;https://www.instagram.com/antoniocrea13/?hl=es;Artistas;Shows;Unknown;Unknown;spain;@claudiaruizcivico,;@youtube,;@verne.elpais,;@marcostoti_art,;@antoniocrea13,;@carlos_delacal,;@entarios,;@eliaganc,;@cometconasturias,;@chillidaleku;Unknown;Unknown;65556;40.9 %
Spain; Lyona Ivanova ;219200;113000;3600;lyona_ivanova;https://www.instagram.com/lyona_ivanova/?hl=es;Artistas;Cinema & actors/actresses;Unknown;Unknown;spain;@platanomelon,;@lyona_ivanova,;@domestika,;@alex_faimali,;@principaldeloslibros,;@marc.torrent.illustration,;@javirroyo,;@loveoflesbian,;@marinafrancis,;@hal9000dj;Unknown;Unknown;19867;72.1 %
Spain; Benjamin Lacombe ;178900;36200;4400;benjaminlacombe;https://www.instagram.com/benjaminlacombe/?hl=es;Artistas;Unknown;Unknown;Unknown;spain;@plumederossignol,;@vleditions,;@albinmicheljeunesse,;@delcourt_soleil_bd,;@edelvives_editorial,;@cecileroumiguiere,;@yvanduque,;@lorisofficiel,;@galeriedm,;@justinebrax;Unknown;Unknown;Unknown;73.9 %
Spain; Victor Chil /Family Art Tattoo ;440400;69300;2100;victor_chil;https://www.instagram.com/victor_chil/?hl=es;Artistas;Lifestyle;Beauty;Unknown;spain;@solidink,;@dondersch,;@tattooboliviaconvention,;@regev_koren,;@originalguille,;@jorgeprado61,;@ayocora_jj,;@kuruone,;@gonzalolastport,;@cardin_hatemade;Unknown;Unknown;Unknown;19.3 %
Spain; Museu Picasso Barcelona ;371700;62000;1900;museupicasso;https://www.instagram.com/museupicasso/?hl=es;Artistas;Unknown;Unknown;Unknown;spain;@bcncultura,;@museunacional,;@fondationbeyeler,;@fundaciopalau,;@restaurant4gats,;@museumweek,;@makeitbluespain,;@llibrerialaie.,;@conservatori.liceu,;@miquelcoll;Unknown;Unknown;70064;51.2 %
Spain;Pro Makeup Artist;164000;103900;4300;gotymakeup3;https://www.instagram.com/gotymakeup3/?hl=es;Artistas;Beauty;Unknown;Unknown;spain;@charlottetilbury,;@maccosmetics_es,;@kvdbeauty,;@nyxcosmetics_es,;@bymariajoserodriguez,;@anastasiabeverlyhills,;@gotymakeup3,;@lorealspain,;@toofaced,;@inglotspainoficial;64300;143000;Unknown;79.1 %
Spain; Museo Guggenheim Bilbao ;763700;137700;839;museoguggenheim;https://www.instagram.com/museoguggenheim/?hl=es;Artistas;Unknown;Unknown;Unknown;spain;@guggenheim,;@bbk,;@iberdrola,;@guggenheim_venice,;@lyleashtonharris,;@glennligon,;@muholizanele,;@csopie,;@pagmi,;@kunsthalle.bremen;Unknown;Unknown;371900;59.6 %
Spain; Anier Deer;187400;119500;3300;anier_deer;https://www.instagram.com/anier_deer/?hl=es;Artistas;Lifestyle;Unknown;Unknown;spain;@xktnproductions,;@dualymusic,;@badnaan,;@festivalrocanrola,;@spotify,;@nudo.music,;@thebulldogbarcelona_,;@polchafino_,;@youtube,;@beat_boombap;Unknown;Unknown;22650;59.1 %
Spain; Vicky Gómez ;204800;127700;2700;vickygom3z;https://www.instagram.com/vickygom3z/?hl=es;Artistas;Music;Photography;Unknown;spain;@themarketproductions,;@edumonreal,;@schweppes_es,;@operaciontriunfo,;@ivanlabanda,;@hm,;@mery_carrillog,;@yaniraruiz_,;@esther.lopezperez,;@tatiana_llevenes;Unknown;Unknown;104559;62.7 %
Spain; Beatriz Naranjalidad ;163000;52900;3200;naranjalidad;https://www.instagram.com/naranjalidad/?hl=es;Artistas;Unknown;Unknown;Unknown;spain;@wacom,;@wacomvalencia,;@sissel_ab,;@oysho?,;@oysho,;@mariahesse,;@liyadepa,;@eme21mag,;@huaweimobileesp,;@ikeaspain;Unknown;Unknown;Unknown;63.3 %
Spain; Lorenzo Quinn ;293700;47900;1800;lorenzoquinnartist;https://www.instagram.com/lorenzoquinnartist/?hl=es;Artistas;Unknown;Unknown;Unknown;spain;@halcyongallery,;@letsmedia,;@lindsaysolonycze,;@angelnadiine,;@who,;@tecmolde,;@nicole_witte,;@elirok,;@sandrafalgaofficial,;@jon_evil;Unknown;Unknown;Unknown;61.5 %
Spain; Alicia Aradilla ;144700;18900;3200;a.aradilla;https://www.instagram.com/a.aradilla/?hl=es;Artistas;Literature & Journalism;Travel;Unknown;spain;@barcelohotelsresorts,;@guiarepsol,;@barceloraval,;@cervezaelaguila,;@baron_de_ley,;@artisticmetropol,;@iberojetair_es,;@cntravelerspain,;@cntraveler,;@oneplus;34300;Unknown;Unknown;62.4 %
Italy;Stefano De Martino ;4600000;3300000;115300;stefanodemartino;https://www.instagram.com/stefanodemartino/?hl=es;Artistas;Unknown;Unknown;Unknown;italy;@moncler,;@marcolin_eyewear,;@vanityfairitalia,;@carlomartino,;@foodspring_it,;@zalando_man,;@glo_italia,;@disaronno_official,;@maxibon,;@festivaldicastrocaro2020;Unknown;Unknown;Unknown;81.5 %
Unknown; Sascha Burci - Anima ;2200000;1600000;47100;lookatsascha;https://www.instagram.com/lookatsascha/?hl=es;Artistas;Unknown;Unknown;Unknown;italy;@lookatsascha,;@surry,;@dondiablo,;@nicolecereseto,;@yakinop_il_sindaco,;@morganjmusic,;@mr.dayofficial,;@audacemilanorepubblica,;@hypeapp,;@7seven_official;Unknown;Unknown;Unknown;Unknown
Italy; Elena d'Amario ;1300000;916900;65500;elenadamario;https://www.instagram.com/elenadamario/?hl=es;Artistas;Unknown;Unknown;Unknown;italy;@amiciufficiale,;@gactive_italia,;@raul33_,;@gualtiero__f,;@paolobattaglia,;@castrito81,;@fabcestari,;@ianspring.,;@grazia_it,;@francia.peppe;Unknown;Unknown;Unknown;72.6 %
Italy; Andreas ;1200000;903700;49100;muller_andreas;https://www.instagram.com/muller_andreas/?hl=es;Artistas;Unknown;Unknown;Unknown;italy;@veronicapeparini,;@amorosoof,;@ultimopeterpan,;@justinbieber,;@nickdemoura,;@_cjsalvador,;@jblazeofficial,;@nike,;@cristiano,;@gaiaofficial;Unknown;Unknown;Unknown;82.0 %
Italy; Luciano Ligabue ;834400;548200;21800;ligabue_official;https://www.instagram.com/ligabue_official/?hl=es;Artistas;Music;Unknown;Unknown;italy;@jarnoiotti,;@enricodeluigi,;@25aprile2020,;@warnermusicitaly,;@radioitalia,;@seatmusicawardsofficial,;@rai1official,;@applemusic,;@ligabue_official,;@massimocottoofficial;Unknown;Unknown;Unknown;64.9 %
Italy; JAGO ;625100;412500;27400;jago.artist;https://www.instagram.com/jago.artist/?hl=es;Artistas;Unknown;Unknown;Unknown;italy;@jago.artist,;@matteosacher,;@astro_luca,;@patersondriver,;@yourstory.it,;@gaebal,;@santannadeilombardi,;@massimilianoricci_ph;Unknown;Unknown;Unknown;Unknown;Unknown;37.1 %
Italy; Drusilla Foer ;704900;535900;23100;drusillafoer;https://www.instagram.com/drusillafoer/?hl=es;Artistas;Cinema & actors/actresses;Unknown;Unknown;italy;@sedeblu,;@bestosoundmi,;@iacoponucciotti,;@giuliettebrown,;@fabiocaninoreal,;@raipremiumofficial,;@uniche_tv,;@diversitylab.,;@francesca_vecchioni,;@sara;Unknown;64100;Unknown;55.7 %
Italy; Lorella Cuccarini ;549300;377900;22000;lcuccarini;https://www.instagram.com/lcuccarini/?hl=es;Artistas;Unknown;Unknown;Unknown;italy;@chezmoi_atelier,;@rossella_murgia_fotografa,;@dsquared2,;@fede.stylist,;@antoclerici,;@beautyloftroma,;@manuela_iniart,;@giovanniallevi,;@giovanna_e_amadeus,;@lardiniofficial;Unknown;Unknown;385173;75.2 %
Italy; Emanuele Picozzi ;1100000;255300;7300;emapicozzi;https://www.instagram.com/emapicozzi/?hl=es;Artistas;Music;Unknown;Unknown;italy;@emapicozzi;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;55.8 %
Italy; Aldo Giovanni e Giacomo ;749100;532200;14800;agg_ufficiale;https://www.instagram.com/agg_ufficiale/?hl=es;Artistas;Cinema & actors/actresses;Humor;Unknown;italy;@raul_cremona,;@matithya_,;@mrmancini10,;@azzurri,;@nerimarcoreofficial,;@giorgio_tirabassi,;@moozfilm,;@nicovalsesia,;@itaca.theoutdoorcommunity;Unknown;39800;Unknown;Unknown;25.2 %
Italy; Giulio Mosca ;579000;428700;19000;ilbaffogram;https://www.instagram.com/ilbaffogram/?hl=es;Artistas;Humor;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;67.9 %
