Country;Name;Totalfollowers;followerspain;authenticengament;Account2;Links;Category;Subcategory;Subcategory 2;Subcategory 3;Country.1;Marcas1;Marcas2;Marcas3;Marcas4;Marcas5;Marcas6;Marcas7;Marcas8;Marcas9;Marcas10;Tik Tok;Youtube;Twitter;%offemales
United States;Trueno;6700000;573800;461800;trueno;https://www.instagram.com/trueno/?hl=es;Music;Unknown;Unknown;Unknown;spain;@bizarrap,;@mustacheproducciones.es,;@caballeros.tv,;@truenomerch,;@donchodis,;@mxalemanmx,;@wos.ds3,;@nicki.nicole,;@yesan,;@xovox;Unknown;Unknown;Unknown;
United States; Romeo Santos ;19000000;1600000;199500;romeosantos;https://www.instagram.com/romeosantos/?hl=es;Music;Unknown;Unknown;Unknown;spain;@anthonysantos,;@iamcardib,;@michellenicolenyc,;@ruben.blades,;@elmayimbe,;@jlo,;@badbunnypr,;@vamospay,;@johnnyventuraoficial,;@liltunechi;2100000;Unknown;Unknown;69.2 %
Chile;Myke Towers;9400000;1300000;267700;myketowers;https://www.instagram.com/myketowers/?hl=es;Music;Unknown;Unknown;Unknown;spain;@rauwalejandro,;@darell,;@zion,;@finocomoelhaze,;@kevvoofficial,;@pepequintana,;@lennox,;@youtubemusic,;@uffestival,;@elguru;Unknown;9050000;1000000;24.8 %
Colombia;Kevin Roldan;10200000;517000;224100;kevinroldankr;https://www.instagram.com/kevinroldankr/?hl=es;Music;Unknown;Unknown;Unknown;spain;@delaghetto,;@thekring93,;@alexisyfido,;@djluian,;@beelecito,;@yomomusic,;@alexsensation,;@marcelareyes,;@fumaratto,;@ryancastrro;Unknown;Unknown;Unknown;52.0 %
Egypt; Tamer Hosny ;21900000;1200000;101000;tamerhosny;https://www.instagram.com/tamerhosny/?hl=es;Music;Cinema & actors/actresses;Unknown;Unknown;spain;@bassmaboussel,;@readytoshooteg,;@adelibrahim10,;@tamerhosny.,;@checkmateeventsegypt,;@meshanamovie,;@menam_photography,;@zakihasanain,;@benchmarkksa,;@madonyasisland;2600000;Unknown;3914799;36.9 %
Unknown;Lunay;10200000;1000000;171400;lunay;https://www.instagram.com/lunay/?hl=es;Music;Unknown;Unknown;Unknown;spain;@chrisjedi,;@gabymusic,;@spotify,;@jimmykimmellive,;@javy23baez,;@wisin,;@jmaxperez,;@jhaycortez,;@_eladiocarrion,;@kevvoofficial;3500000;400000;Unknown;Unknown
Dominican Republic; El Alfa El Jefe ;9100000;1200000;180700;elalfaeljefe;https://www.instagram.com/elalfaeljefe/?hl=es;Music;Unknown;Unknown;Unknown;spain;@eurymatos,;@farruko,;@darell,;@anuel,;@eldotolnastra,;@shelowshaq_,;@kikoelcrazylm,;@spotify,;@ozuna,;@wisin;358800;Unknown;Unknown;25.4 %
United States;Emilio Martines;13900000;698300;124500;emiliovmartinez;https://www.instagram.com/emiliovmartinez/?hl=es;Music;Unknown;Unknown;Unknown;spain;@two.martinez,;@baezafotografia_,;@gatsbygrowth,;@marcel.wydaxx,;@dayker6,;@basic_magazine,;@ivanmartinez,;@martineztwins,;@caramel___wear;Unknown;Unknown;Unknown;Unknown;70.8 %
Dominican Republic;Ozuna;22200000;3500000;71000;ozuna;https://www.instagram.com/ozuna/?hl=es;Music;Unknown;Unknown;Unknown;spain;@ozutochi;@sonymusiclatin,;@dolcegabbana,;@jbalvin,;@dapperdanharlem,;@rosalia.vt,;@vmas,;@tainy,;@bigsean,;@asapferg,;10200000;34700000;2000000;Unknown
United States; WorldStar ;36300000;1400000;25600;worldstar;https://www.instagram.com/worldstar/?hl=es;Music;Unknown;Unknown;Unknown;spain;@moneybaggyo,;@funnymarco,;@juicewrld999,;@therealtarzann,;@darius_dk,;@robtheoriginal,;@iamgeraldhuston,;@newyorknico,;@bellatormma,;@champagnepapi;12600000;Unknown;5600000;
Germany; Jason Derulo ;8600000;506600;136100;jasonderulo;https://www.instagram.com/jasonderulo/?hl=es;Music;Unknown;Unknown;Unknown;spain;@thejeremystrong,;@australianreptilepark,;@kellyclarkson,;@rebelwilson,;@kingbach,;@jenafrumes,;@mrmovi3,;@pubgmobile,;@globalgreen,;@constellation_dreamers;Unknown;16500000;3733200;62.6 %
Puerto Rico; TRAPERO DE TRAPEROS ;6900000;1000000;141800;bryanttmyers;https://www.instagram.com/bryanttmyers/?hl=es;Music;Unknown;Unknown;Unknown;spain;@badbunny.pr,;@teamtrotiao,;@quimicoultramega,;@buhomg,;@foreignteck,;@oneofonetimepieces,;@lainsuperable,;@cromoex,;@elalfaeljefe,;@nickyjam;Unknown;Unknown;Unknown;
United States; Madonna ;17800000;1300000;54200;madonna;https://www.instagram.com/madonna/?hl=es;Music;Unknown;Unknown;Unknown;spain;@marvin.gofin,;@mccall_olsen,;@stevenkleinstudio,;@mykkiblanco,;@emmanueladjei_,;@ahla_malik,;@brucebozzi,;@louisvuitton,;@davidblaine,;@drmatea;Unknown;¿;2751000;45.0 %
Egypt; Donia Samir Ghanem ;13600000;834700;85900;donia.samir.ghanem;https://www.instagram.com/donia.samir.ghanem/?hl=es;Music;Cinema & actors/actresses;Unknown;Unknown;spain;@amysamirghanem,;@ramy__radwan,;@dina.dimitry,;@unicef.egypt,;@annrefaiee,;@yousef_aljasmi,;@glamour.jewellery,;@najasaade,;@youmnamostafa,;@monaelshazly.official;Unknown;Unknown;Unknown;72.6 %
Spain; Nathy Peluso ;4800000;748400;128300;nathypeluso;https://www.instagram.com/nathypeluso/?hl=es;Music;Unknown;Unknown;Unknown;spain;@sandroigon,;@pepoferradas,;@vanerabade,;@premiosodeon,;@albertomurtra,;@carlos.diaz.gandia,;@operaciontriunfo,;@vision.artists,;@lofficielarg,;@biansifredi;5000000;1280000;546000;64.0 %
Spain; Rels B ;2700000;561300;287200;skinnyflakk;https://www.instagram.com/skinnyflakk/?hl=es;Music;Unknown;Unknown;Unknown;spain;@bucofer,;@itchyfingaz,;@s,;@fashionasfck,;@khea.yf,;@nathypeluso,;@skyrompiendo,;@dellafuente,;@el_moraddd,;@lexluthorz;Unknown;Unknown;357261;38.6 %
Egypt; Mai Omar ;11200000;821000;73400;maiomar_;https://www.instagram.com/maiomar_/?hl=es;Music;Cinema & actors/actresses;Unknown;Unknown;spain;@samsungegypt,;@zuhairmuradofficial,;@zuhairmuradprivate,;@nicolasjebranworld,;@emaarmisr,;@venturelifestyle_,;@ego_communicate,;@nazazy,;@michael5inco,;@dinaragheb;Unknown;Unknown;Unknown;21.9 %
Algeria;Soolking;7800000;516500;108300;soolkingofficiel;https://www.instagram.com/soolkingofficiel/?hl=es;Music;Unknown;Unknown;Unknown;spain;@albanchance,;@hyperfocal_prod,;@heuss_lenfoire,;@napsofficiel,;@dadju,;@taoufikmakhloufi,;@belaili_youcef_,;@mmvolskwagen,;@sopranopsy4,;@orangevelodrome;Unknown;Unknown;Unknown;37.8 %
Morocco; saadlamjarred ;13100000;538400;57800;saadlamjarred1;https://www.instagram.com/saadlamjarred1/?hl=es;Music;Unknown;Unknown;Unknown;spain;@zackary.art,;@kamalaitphotography,;@dubai_calendar,;@dsfsocial,;@mydsf,;@mohamedredaofficiel,;@bachir.abdou.lamjarred,;@gucci,;@mohben07,;@arabhopemakers;Unknown;Unknown;1134798;54.8 %
Spain; Edwin Rosa Vasquez ;7100000;1400000;78800;nengoflowofficial;https://www.instagram.com/nengoflowofficial/?hl=es;Music;Unknown;Unknown;Unknown;spain;@farruko,;@sinfonico,;@nejoelbroko,;@johnjayoficial,;@neutropimp,;@yampi,;@iraniapr,;@maikybackstage,;@myketowers,;@luigi21plus;Unknown;Unknown;Unknown;21.0 %
Argentina; Justin Quiles ;7800000;704600;65200;jquiles;https://www.instagram.com/jquiles/?hl=es;Music;Unknown;Unknown;Unknown;spain;@zion,;@dimeloflowofficial,;@nickyjam,;@maffio,;@jbalvin,;@skyrompiendo,;@sechmusic,;@dalexmusic,;@youtubemusic,;@pinarecords1;1600000;Unknown;514560;56.2 %
Spain; AITANA ;3100000;1500000;152300;aitanax;https://www.instagram.com/aitanax/?hl=es;Music;Unknown;Unknown;Unknown;spain;@los40spain,;@olgadepalma,;@aleromeropiano,;@eyeshift,;@perfumeaitana,;@morat,;@alex_saint,;@jesusdepaula,;@ghdspain,;@alejandrosanz;Unknown;Unknown;795404;65.8 %
Spain; Me llaman Naim ;6600000;1600000;87300;naimdarrechi;https://www.instagram.com/naimdarrechi/?hl=es;Music;Unknown;Unknown;Unknown;spain;@stabilospain,;@efespana,;@martaa_diiaz,;@el_adamlorente,;@kellansworld,;@cana_sbr,;@sbraudiovisual,;@omersenturklive,;@intloops2,;@darianrojasc;28000000;Unknown;Unknown;72.0 %
Venezuela;" Nacho ""Miguelito"" Mendoza ";13300000;757200;35900;nacho;https://www.instagram.com/nacho/?hl=es;Music;Unknown;Unknown;Unknown;spain;@nacho,;@universalmusica,;@wasmohuerta,;@chocotoycute,;@atellamusic,;@belindapop,;@showtek,;@abelardo,;@titoelbambino,;@yohanavargasoficial;1200000;5620000;Unknown;64.9 %
Brazil; David Guetta ;8900000;533200;51800;davidguetta;https://www.instagram.com/davidguetta/?hl=es;Music;Unknown;Unknown;Unknown;spain;@mortenofficial,;@jackback,;@djmagofficial,;@jessledon,;@siamusic,;@elvisguetta,;@avicii,;@sennheiser,;@1001tracklists,;@tiesto;3900000;24000000;20000000;37.4 %
Egypt; Mohamed Hamaki ;11600000;758600;39700;hamaki;https://www.instagram.com/hamaki/?hl=es;Music;Unknown;Unknown;Unknown;spain;@benchmarkksa,;@fahdmouftakhir,;@thepointepalm,;@maherkhoukhaji,;@oppoegypt,;@ultrashamaki,;@mohammedzaki.h,;@naderhamdy,;@tiktok,;@tiktokarab;2200000;3360000;5709709;36.9 %
United States; Cosculluela ;8600000;701400;44200;cosculluela;https://www.instagram.com/cosculluela/?hl=es;Music;Unknown;Unknown;Unknown;spain;@chinileeofficial,;@matu_tycoon,;@muekaelcerebro,;@loyaltheproducer,;@nikko_delgado,;@frapo71,;@millo_59,;@soyeldiyoki,;@rogiefm,;@djkoby;Unknown;Unknown;Unknown;24.9 %
Iraq; Nesreen Tafesh ;10300000;563200;42000;nesreentafesh;https://www.instagram.com/nesreentafesh/?hl=es;Music;Cinema & actors/actresses;Unknown;Unknown;spain;@maherderke,;@zeenazaki,;@mohamed_mati_photography,;@ahmedraafat4,;@baheyafoundation,;@rozi_the_artist,;@michaelmina87,;@ahmedelhawaryofficial,;@washwashaofficial,;@ph_sharkawii;2100000;Unknown;328000;25.7 %
Colombia; WISIN ;12600000;1100000;32500;wisin;https://www.instagram.com/wisin/?hl=es;Music;Unknown;Unknown;Unknown;spain;@wisinyyandel,;@yandel,;@chrisduque,;@walterkolm,;@hydequimico,;@sonymusiclatin,;@elasticpeople,;@bryantbauzo,;@linaresmusic,;@mikywoodz;1100000;7100000;1279537;47.1 %
Colombia; Llandel Veguilla ;12000000;669700;35200;yandel;https://www.instagram.com/yandel/?hl=es;Music;Unknown;Unknown;Unknown;spain;@wisin,;@yandel,;@youtube,;@manuelturizo,;@spotify,;@applemusic,;@jbalvin,;@jhaycortez,;@dereck_v3,;@yentertainmentmusic;1400000;5270000;Unknown;47.9 %
Unknown; Zouhair Bahaoui ;8800000;653900;50000;zouhairbahaoui;https://www.instagram.com/zouhairbahaoui]]/?hl=es;Music;Unknown;Unknown;Unknown;spain;@zouhairbahaoui]];Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
United States;Beyoncé;243000000;11800000;2600000;beyonce;https://www.instagram.com/beyonce/?hl=es;Music;Fashion;Unknown;Unknown;italy;@billybiohazard,;@monacosalons,;@jerryroperoofficial,;@uplydance_,;@greatist,;@victoriamonet,;@itsamanuworld,;@isabelleboireau_beauty,;@chloexhalle,;@mstinalawson;Unknown;2420000;15467937;51.7 %
United States; Justin Bieber ;224000000;10100000;804700;justinbieber;https://www.instagram.com/justinbieber/?hl=es;Music;Unknown;Unknown;Unknown;italy;@djkhaled,;@drewhouse,;@ryangood24,;@c.syresmith,;@buffmonster,;@baybieber,;@haileybieber,;@poobear,;@jaxonbieber,;@mapleleafs;24000000;6800000;114000000;44.4 %
United States; Jennifer Lopez ;198400000;10800000;314200;jlo;https://www.instagram.com/jlo/?hl=es;Music;Cinema & actors/actresses;Unknown;Unknown;italy;@robzangardi,;@marielhaenn,;@tombachik,;@arod,;@iamcardib,;@lizzobeeating,;@lilireinhart,;@keke,;@missjuliastiles,;@constancewu;1500000;Unknown;45000000;57.0 %
Unknown; Miley Cyrus ;161900000;7100000;325800;mileycyrus;https://www.instagram.com/mileycyrus/?hl=es;Music;Unknown;Unknown;Unknown;italy;@vijatm,;@tishcyrus,;@mikewillmadeit,;@noahcyrus,;@wyattish,;@ilsey,;@thisiswatt,;@billyraycyrus,;@plies,;@vmagazine;1400000;1600000;46000000;
Brazil; MALUMA ;61400000;7000000;668100;maluma;https://www.instagram.com/maluma/?hl=es;Music;Unknown;Unknown;Unknown;italy;@youtube,;@jlo,;@billboard,;@myketowers,;@farruko,;@menshealthmag,;@gqmiddleeast,;@prodantzoulis,;@keanoushdarosa,;@calvinklein;Unknown;28300000;Unknown;64.9 %
Brazil; Anitta ;60100000;1400000;351500;anitta;https://www.instagram.com/anitta/?hl=es;Music;Unknown;Unknown;Unknown;italy;@gianlucavacchi,;@clarobrasil,;@andrenicolau,;@coachella,;@colccioficial,;@adidas,;@luxsouthari,;@beabrand_marketing,;@tavinhocosta,;@forbesbr;16000000;16000000;16000000;45.1 %
United States; Madison Beer ;30400000;1400000;792500;madisonbeer;https://www.instagram.com/madisonbeer/?hl=es;Music;Unknown;Unknown;Unknown;italy;@kylecogan,;@jasonllester,;@amberpark,;@oscarcva,;@leroyclampitt,;@kineticsmusic,;@oneloveonline,;@lowellcat,;@disneyland,;@alanwalkermusic;17000000;Unknown;3261400;52.1 %
United States; Marshall Mathers ;35400000;1500000;757000;eminem;https://www.instagram.com/eminem/?hl=es;Music;Cinema & actors/actresses;Unknown;Unknown;italy;@shadyrecords,;@jeremydeputat,;@steveberman,;@drdre.,;@rockthebells,;@drdre,;@dannybones64,;@eltonjohn,;@theacademy.,;@historyhyenas;Unknown;51300000;22613000;25.1 %
Brazil; Lady Gaga ;51700000;2000000;448400;ladygaga;https://www.instagram.com/ladygaga/?hl=es;Music;Cinema & actors/actresses;Unknown;Unknown;italy;@sarahtannomakeup,;@bloodpop,;@hauslabs,;@fredericaspiras,;@tudorwatch,;@bcompleted,;@klarna.usa.,;@calypsooverkill,;@klemenslakonja,;@ashtonkelleyphotography;Unknown;21000000;83400000;55.6 %
Unknown; Louis Tomlinson ;18200000;1100000;1200000;louist91;https://www.instagram.com/louist91/?hl=es;Music;Unknown;Unknown;Unknown;italy;@premierleague,;@easportsfifa,;@brookereese,;@applemusic,;@warchilduk,;@roughtradenyc,;@jaycaes,;@onlythepoets,;@samsunguk,;@joshuahalling;Unknown;Unknown;Unknown;Unknown
United Kingdom; Ed Sheeran ;37400000;2300000;380400;teddysphotos;https://www.instagram.com/teddysphotos/?hl=es;Music;Unknown;Unknown;Unknown;italy;@fredagainagainagainagainagain,;@ipswichtown,;@thegr8khalid,;@zakarywalters,;@courteneycoxofficial,;@tiktok,;@davidbeckham,;@lisakudrow,;@tonydanza,;@eltonjohn;Unknown;Unknown;Unknown;62.5 %
Italy; FEDEZ ;13400000;7300000;625700;fedez;https://www.instagram.com/fedez/?hl=es;Music;Unknown;Unknown;Unknown;italy;@donatella_versace,;@versace,;@intimissimiuomo,;@muschioselvaggio,;@jeffbezos,;@noonoouri,;@comune.milano.ii,;@ortolanileo,;@dargendamico,;@saintjhn;5200000;Unknown;2800000;63.8 %
United States; GRIM ;14500000;569900;445300;asaprocky;https://www.instagram.com/asaprocky/?hl=es;Music;Unknown;Unknown;Unknown;italy;@themagcz,;@badgalriri,;@fentyskin,;@gq,;@voguemagazine,;@gucci,;@iggypopofficial,;@feliciathegoat,;@aminamuaddi,;@marineserre_official;Unknown;Unknown;Unknown;48.2 %
Italy; Michele Morrone ;12900000;755800;581700;iammichelemorroneofficial;https://www.instagram.com/iammichelemorroneofficial/?hl=es;Music;Lifestyle;Cinema & actors/actresses;Unknown;italy;@raffaelecerracchio,;@bartek_cierlica,;@blanka_lipinska,;@anna_maria.sieklucka,;@nextfilm_pl,;@szymborskart,;@paulmarciano,;@guess,;@marciano,;@palazzoversacedubai;Unknown;Unknown;Unknown;63.4 %
United States; Victoria Justice ;21800000;714100;231800;victoriajustice;https://www.instagram.com/victoriajustice/?hl=es;Music;Cinema & actors/actresses;Modeling;Unknown;italy;@koirestaurants,;@themadgrace,;@rebeccaminkoff,;@ronnykobo,;@theofficialpandora,;@theplazahotel,;@tanyataylor,;@aliceandolivia,;@pamellaroland,;@raisavanessa;1500000;1100000;1000000;35.3 %
Brazil; Martin Garrix ;15500000;622200;160900;martingarrix;https://www.instagram.com/martingarrix/?hl=es;Music;Unknown;Unknown;Unknown;italy;@timbaland,;@warchildholland,;@area21,;@davidguetta,;@osrin,;@georgiaku,;@daersouthfl,;@omnianightclub,;@vindiesel,;@cesqeaux;Unknown;14300000;850000;41.1 %
Brazil; Avril Lavigne ;10600000;538800;252200;avrillavigne;https://www.instagram.com/avrillavigne/?hl=es;Music;Cinema & actors/actresses;Fashion;Unknown;italy;@justinbieber,;@globallymealliance,;@convicts,;@campaignzero,;@billboard,;@yakooza,;@kendrick38,;@naacp_ldf,;@caaamplify,;@bldpwr;Unknown;20670000;Unknown;48.0 %
Unknown; Tom Felton ;11900000;736600;154500;t22felton;https://www.instagram.com/t22felton/?hl=es;Music;Cinema & actors/actresses;Unknown;Unknown;italy;@markfosterswim,;@greatormondst,;@sentry_toc,;@tomfletcher,;@thesimpsons,;@originalfeet,;@netflix,;@jamesphelps_pictures,;@probablytomfoolery,;@brea.dyummy;9600000;Unknown;Unknown;Unknown
United States; Lizzo ;12000000;679700;131700;lizzobeeating;https://www.instagram.com/lizzobeeating/?hl=es;Music;Lifestyle;Unknown;Unknown;italy;@iwantalexx,;@theshelbyswain,;@betawards,;@quinnwilsonn,;@marko_monroe,;@missymisdemeanorelliott,;@elleusa,;@ninagarcia,;@nytimesfashion,;@yung.reaper;Unknown;Unknown;Unknown;62.3 %
France; Elettra Lamborghini ;7000000;4400000;233900;elettralamborghini;https://www.instagram.com/elettralamborghini/?hl=es;Music;Unknown;Unknown;Unknown;italy;@afrojack,;@enricopapiofficial,;@lookdavip,;@espositomeryofficial,;@bizzey,;@lassaonthetrack,;@giusyferreriofficial,;@rai1official,;@dolcegabbana,;@tv8it;2100000;Unknown;Unknown;50.1 %
Unknown; Jessica Biel ;10800000;739400;143700;jessicabiel;https://www.instagram.com/jessicabiel/?hl=es;Music;Cinema & actors/actresses;Modeling;Unknown;italy;@tiff_net,;@michellepurple3,;@justintimberlake.,;@fallontonight,;@jimmyfallon,;@robzangardi,;@marielhaenn,;@variety,;@jessicasebok_portraits,;@charlizeafrica;Unknown;Unknown;817715;Unknown
Brazil; Ed Westwick ;8800000;682600;101100;edwestwick;https://www.instagram.com/edwestwick/?hl=es;Music;Cinema & actors/actresses;Lifestyle;Unknown;italy;@lift.themovement,;@represent,;@egpaf.,;@gq,;@paulsmithdesign,;@davebenett,;@enemylinesmovie,;@skyepmarshall,;@kerry_ingram,;@robertherjavec;2300000;Unknown;1000000;78.2 %
United States; WorldStar Hip Hop / WSHH ;36300000;1200000;25600;worldstar;https://www.instagram.com/worldstar/?hl=es;Music;Unknown;Unknown;Unknown;italy;@moneybaggyo,;@funnymarco,;@juicewrld999,;@therealtarzann,;@darius_dk,;@robtheoriginal,;@iamgeraldhuston,;@newyorknico,;@bellatormma,;@champagnepapi;100000;Unknown;5599352;
Germany; Lisa and Lena ;17100000;1000000;59800;lisaandlena;https://www.instagram.com/lisaandlena/?hl=es;Music;Unknown;Unknown;Unknown;italy;@jolie_redaktion,;@j1mo71,;@buffaloshoes,;@tierschutzberlin,;@goodweatherforecast,;@gaingermany,;@dani_la_reske,;@sis.magazin,;@musicandmessage,;@xt.just.ix;13000000;Unknown;Unknown;69.8 %
United States; Madonna ;17800000;1800000;54200;madonna;https://www.instagram.com/madonna/?hl=es;Music;Unknown;Unknown;Unknown;italy;@marvin.gofin,;@mccall_olsen,;@stevenkleinstudio,;@mykkiblanco,;@emmanueladjei_,;@ahla_malik,;@brucebozzi,;@louisvuitton,;@davidblaine,;@drmatea;2200000;5500000;?;45.0 %
Italy; ITALIANO;3800000;2600000;176000;sferaebbasta;https://www.instagram.com/sferaebbasta/?hl=es;Music;Unknown;Unknown;Unknown;italy;@healthycolormilano,;@charliecharles,;@famoso_movie,;@sferaebbastamerch,;@future,;@jbalvin,;@londonondatrack,;@offsetyrn,;@lousandtheyakuza,;@bhmg.it;994000;Unknown;Unknown;35.5 %
United States;Joe Jonas;12900000;737400;65000;joejonas;https://www.instagram.com/joejonas/?hl=es;Music;Unknown;Unknown;Unknown;italy;@teenchoicefox,;@wemovement,;@abcnetwork,;@nickjonas,;@jacklawless,;@tmobile,;@colinjost,;@therokuchannel,;@johnlloydtaylor,;@showoboz;5000000;Unknown;10014203;71.4 %
United States; RITA ORA ;16100000;986900;55200;ritaora;https://www.instagram.com/ritaora/?hl=es;Music;Fashion;Unknown;Unknown;italy;@liampayne,;@charli_xcx,;@thomassabo,;@timmsy,;@iamkaj,;@oranick,;@rio_hair,;@ronanpark,;@rimmellondonuki,;@brentlawler;Unknown;Unknown;Unknown;45.5 %
United States; Ashley Tisdale ;14400000;720500;40600;ashleytisdale;https://www.instagram.com/ashleytisdale/?hl=es;Music;Unknown;Unknown;Unknown;italy;@vanessahudgens,;@cmfrench,;@ziggystardustfrench,;@sabrinajalees,;@itoaghayere,;@jeanluc,;@cedricyarbrough,;@secretdeodorant,;@targetstyle,;@bridgitmendler;7500000;1500000;12363436;56.6 %
United States;Charly jordan;4900000;657600;118300;charlyjordan;https://www.instagram.com/charlyjordan/?hl=es;Music;Cinema & actors/actresses;Modeling;Unknown;italy;@revolve,;@_charlyjordan10_,;@insta360,;@makesureyourfriendsareokay,;@yoitswood,;@jbxcreative,;@jenselter,;@clint,;@badboi,;@clintysfilm;7900000;Unknown;Unknown;24.1 %
Brazil; Tyler Blackburn ;9100000;557700;61400;tylerjblackburn;https://www.instagram.com/tylerjblackburn/?hl=es;Music;Cinema & actors/actresses;Lifestyle;Unknown;italy;@claireleahy,;@rainforestalliance,;@disneyland,;@clearlightsaunas100,;@truly,;@iamavoter,;@michaelvlamis;Unknown;Unknown;Unknown;Unknown;Unknown;1531773;75.7 %
United States; Neil Patrick Harris ;8700000;535300;67300;nph;https://www.instagram.com/nph/?hl=es;Music;Cinema & actors/actresses;Unknown;Unknown;italy;@dbelicious,;@target,;@ejaf,;@hasbro,;@moulinrougebway.,;@aarontveit,;@monkey47,;@luxardousa,;@studioneat,;@spikegrams;Unknown;Unknown;Unknown;60.0 %
Italy; Ultimo ;3100000;2200000;139700;ultimopeterpan;https://www.instagram.com/ultimopeterpan/?hl=es;Music;Unknown;Unknown;Unknown;italy;@vascorossi,;@unicefitalia,;@amazonmusicit.,;@azzurri,;@ultimorecords;Unknown;Unknown;Unknown;Unknown;Unknown;164700;Unknown;Unknown;76.6 %
France; Mahmood ;1700000;873700;263400;mahmood;https://www.instagram.com/mahmood/?hl=es;Music;Lifestyle;Unknown;Unknown;italy;@susanna_ausoni,;@mslaurynhill,;@jacopopesce,;@kingmarracash,;@luomovogue,;@jacobsutton_studio,;@maxclarkone,;@muut.wav,;@massimopericolo,;@therealcrookers;77700;1110000;Unknown;
Brazil; David Guetta ;8900000;516200;51800;davidguetta;https://www.instagram.com/davidguetta/?hl=es;Music;Unknown;Unknown;Unknown;italy;@mortenofficial,;@jackback,;@djmagofficial,;@jessledon,;@siamusic,;@elvisguetta,;@avicii,;@sennheiser,;@1001tracklists,;@tiesto;3900000;24000000;20228921;37.4 %
Unknown; Elodie ;2700000;1900000;121100;elodie;https://www.instagram.com/elodie/?hl=es;Music;Unknown;Unknown;Unknown;italy;@thetruegemitaiz,;@rollingstoneitalia,;@dardust,;@wordsforyou_pr,;@ramonatabita,;@mrdanielmakeup,;@donatella_versace,;@versace,;@grazia_it,;@silvia_grilli;511700;366000;Unknown;49.8 %
Italy; Salmo Official ;2400000;1600000;75800;lebonwski;https://www.instagram.com/lebonwski/?hl=es;Music;Unknown;Unknown;Unknown;italy;@fimitalia,;@lebonski360,;@pietro_daood,;@illuzion_phuket,;@paradisebeachphuket.,;@alex_britti,;@djgengis,;@ghali,;@iamzef,;@macemilano;104800;Unknown;Unknown;24.7 %
Italy; Emma Marrone ;5500000;4000000;43100;real_brown;https://www.instagram.com/real_brown/?hl=es;Music;Unknown;Unknown;Unknown;italy;@francisavini,;@maria_marchese53,;@checcomarrone,;@fredjonny,;@polydoritalia,;@dardust,;@friendsandpartners,;@verocorno,;@franchino126,;@renatozer0;Unknown;Unknown;Unknown;65.7 %
Unknown; Marracash ;1800000;1400000;94700;kingmarracash;https://www.instagram.com/kingmarracash/?hl=es;Music;Unknown;Unknown;Unknown;italy;@sferaebbasta,;@therealgue,;@marzmusik,;@redbullitalia,;@elisatoffoli,;@luche_official,;@thelazzinho,;@pakyglory,;@taxi_bi,;@iamkidvicious;Unknown;Unknown;Unknown;32.5 %
Italy; TONY Sosa;1900000;1300000;64900;tonyeffebaby777;https://www.instagram.com/tonyeffebaby777/?hl=es;Music;Unknown;Unknown;Unknown;italy;@massimopericolo,;@sicklukex2,;@therealcrookers,;@triplosettewear,;@philippplein,;@umitalia,;@spotifyitaly,;@virginrecordsita,;@amazon.it,;@laflare1017;496500;Unknown;Unknown;44.6 %
Italy; Benjamin Mascolo ;1900000;721400;65800;b3nm;https://www.instagram.com/b3nm/?hl=es;Music;Unknown;Unknown;Unknown;italy;@bellathorne,;@doseofroses,;@jakemanley,;@joshuacaldwelldirector,;@danieletoretto,;@marialevyy,;@france.and.jesse,;@sosteniamoci_,;@amiciufficiale,;@iconmagazine;Unknown;Unknown;Unknown;83.0 %
Italy; ACHILLE LAURO;1800000;1300000;84000;achilleidol;https://www.instagram.com/achilleidol/?hl=es;Music;Unknown;Unknown;Unknown;italy;@marceloburlon,;@lorenzodelia,;@angelap71,;@alessandro_michele,;@nickcerioni,;@rai_cinema,;@gucci,;@mimmolaserra,;@bossdoms,;@gozdegulsoyy;Unknown;Unknown;88388;29.8 %
Unknown; Emis Killa ;1700000;1300000;67500;emiskilla;https://www.instagram.com/emiskilla/?hl=es;Music;Unknown;Unknown;Unknown;italy;@nebbia_n,;@thelazzinho,;@il_3official,;@random_solo,;@notgoodd,;@mera_sdp,;@freddepalma,;@enzodong_ilbolide,;@pacorabanneparfums.,;@pacorabanneparfums?;Unknown;1210000;Unknown;34.4 %
Italy; Alessandra Amoroso ;3600000;2500000;45500;amorosoof;https://www.instagram.com/amorosoof/?hl=es;Music;Unknown;Unknown;Unknown;italy;@facetoonlogo,;@rai1official,;@fiorellamannoia,;@real_brown,;@loredanese,;@instarai3,;@crocerossaitaliana.,;@gqitalia,;@audiffredi.,;@vanityfairitalia;Unknown;Unknown;1643983;69.9 %
Unknown; Tiziano Ferro ;2200000;1500000;60300;tizianoferro;https://www.instagram.com/tizianoferro/?hl=es;Music;Shows;Unknown;Unknown;italy;@radioitalia,;@rovazzi,;@vicallenla,;@therealmaryjblige,;@chimagazineit,;@primevideoit,;@laurapausini,;@dolabunny,;@sho_billions,;@rai1official;130500;Unknown;1350232;
